video_id,title,publishedAt,duration,dimension,definition,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,tags,dateExtract
Ad0W2x_CJsg,5 tín hiệu BẠN ĐÃ KẸT TRONG FRIEND ZONE #spiderum #kienthuc #phattrienbanthan #friendzone #love,2024-02-14T13:00:14Z,PT1M,2d,hd,10713,460,,0,10,[],2024-07-08 15:21:39.717620
0wvJQho5Hfw,Top 6 kiểu BÓI TOÁN được lòng nhất của người VIỆT NAM | Lối sống,2024-02-14T11:46:49Z,PT20M54S,2d,hd,17302,397,,0,51,"['spiderum', 'lối sống', 'spiderum lối sống', 'Top 6 kiểu BÓI TOÁN được lòng nhất của người VIỆT NAM | Lối sống', 'bói toán', 'spiderum bói toán', 'top 6 kiểu bói toán', 'bói toán uy tín hay mê tín', 'có nên tin vào bói toán', 'thần số học', 'tarot', 'bói tarot']",2024-07-08 15:21:39.790562
SXadW_upbcw,Hầu đồng: Uy tín hay Mê tín dị đoan? | Minh HD | Khoa học,2024-02-13T11:00:32Z,PT9M56S,2d,hd,45051,776,,0,183,"['Hầu đồng: Uy tín hay Mê tín dị đoan? | Minh HD | Khoa học', 'Hầu đồng: Uy tín hay Mê tín dị đoan?']",2024-07-08 15:21:39.861845
7jKzeCjH0g8,PHẢI BIẾT gì trước khi mở THẺ TÍN DỤNG? #spiderum #kienthuc #phattrienbanthan #tindung #thetindung,2024-02-12T13:00:07Z,PT55S,2d,hd,7628,376,,0,4,[],2024-07-08 15:21:39.933036
Kqhh4DRTzYE,Tại sao bạn CẦN QUEN với cuộc sống CÔ ĐỘC MỘT MÌNH? | St Morning Except Sunda | Quan điểm,2024-02-12T10:30:08Z,PT8M31S,2d,hd,54026,2144,,0,120,"['Tại sao bạn CẦN QUEN với cuộc sống CÔ ĐỘC MỘT MÌNH? | St Morning Except Sunda | Quan điểm', 'Tại sao bạn CẦN QUEN với cuộc sống CÔ ĐỘC MỘT MÌNH?']",2024-07-08 15:21:40.006944
vyGBorl2FX8,Chạy xe ở Sài Gòn là cả một nghệ thuật | Hex | QUAN ĐIỂM,2024-02-11T10:30:18Z,PT10M38S,2d,hd,9716,340,,0,44,[],2024-07-08 15:21:40.080484
VmNF_Ro9EAw,MÈO NHÀ - NỖI ÁM ẢNH KINH HOÀNG | CreaturesLover | Khoa học,2024-02-10T10:30:15Z,PT8M59S,2d,hd,51479,1341,,0,252,"['MÈO NHÀ - NỖI ÁM ẢNH KINH HOÀNG | CreaturesLover | Khoa học', 'MÈO NHÀ - NỖI ÁM ẢNH KINH HOÀNG']",2024-07-08 15:21:40.149749
MojYKaOvtBo,Vì sao Miroslav Klose là một cầu thủ huyền thoại? #spiderum #kienthuc #bongda #miroslavklose,2024-02-08T13:00:19Z,PT57S,2d,hd,6872,319,,0,6,[],2024-07-08 15:21:40.219945
2y7cRNXtAV4,TÔN GIÁO VÀ ĐỒNG TÍNH: PHẬT GIÁO | Phong Trung | Thế giới,2024-02-08T10:30:00Z,PT11M55S,2d,hd,20866,668,,0,195,"['TÔN GIÁO VÀ ĐỒNG TÍNH: PHẬT GIÁO | Phong Trung | Thế giới', 'quan điểm của giáo hội về hôn nhân đồng tính', 'hỏi đáp chuyện đồng tính thầy minh thiền', 'tôn giáo và đồng tính: phật giáo', 'phật giáo nghĩ gì về đồng tính', 'đoongf tính có tự nhiên không', 'làm gì khi thấy người đồng tính bị kỳ thị quá đáng', 'thiệt thòi lớn nhất của người đồng tính', 'hôn nhân đồng giới']",2024-07-08 15:21:40.291607
Q7DbpdJpQL8,Mình học được gì khi học Thạc sĩ? | coffee.note | GIÁO DỤC,2024-02-07T10:30:14Z,PT8M2S,2d,hd,13699,322,,0,4,"['Mình học được gì khi học Thạc sĩ? | coffee.note | GIÁO DỤC', 'Mình học được gì khi học Thạc sĩ?']",2024-07-08 15:21:40.362799
Jg8EeaFZ2ko,Góc khuất trong lịch sử nước Mỹ về nạn kỳ thị người gốc Á | Gockhuatlichsu1210 | Thế giới,2024-02-06T10:40:10Z,PT15M14S,2d,hd,52295,917,,0,295,"['Góc khuất trong lịch sử nước Mỹ về nạn kỳ thị người gốc Á | Gockhuatlichsu1210 | Thế giới', 'Góc khuất trong lịch sử nước Mỹ về nạn kỳ thị người gốc Á', 'lịch sử nước mỹ', 'nước mỹ đã được hình thành như thế nào', 'nạn phân biệt chủng tộc châu á', 'nạn kỳ thị người châu á ở mỹ', 'phân biệt chủng tộc ở mỹ']",2024-07-08 15:21:40.432933
evu580ooRVM,Câu chuyện rùng rợn về răng giả thời xưa #spiderum #kienthuc #phattrienbanthan #thegioi #lichsu,2024-02-05T13:00:37Z,PT51S,2d,hd,14905,614,,0,12,[],2024-07-08 15:21:40.508884
84LBsoTGEMo,"Học được gì sau chuyến đi học ""Quân sự"" 12 ngày? | Ngài Dưa Hấu | Giáo dục",2024-02-05T10:33:28Z,PT8M5S,2d,hd,7554,274,,0,64,"['Học được gì sau chuyến đi học Quân sự 12 ngày? | Ngài Dưa Hấu | Giáo dục', 'Học được gì sau chuyến đi học Quân sự 12 ngày?', 'chuyến đi học quân sự 12 ngày', 'đi học quân sự ở đại học thì cần lưu ý những gì', 'vlog quân sự 6 vật dụng phải mang theo khi đi học quân sự', '1 tháng học quân sự ở đại học quốc gia', 'học quân sự có gì vui']",2024-07-08 15:21:40.578335
78FDHDwjk9w,Bạn biết gì về... CÁI CHẾT? | Spiderum | Lối sống,2024-02-04T10:51:36Z,PT17M19S,2d,hd,39862,954,,0,77,"['Bạn biết gì về... CÁI CHẾT? | Spiderum | Lối sống', 'hành trang đến với cái chết', 'sự sống sau cái chết', 'chủ nghĩa khắc kỷ nói gì về cái chết', 'phật giáo nói gì về cái chết', 'thiên chúa giáo nói gì về cái chết', 'cái chết là gì', 'sau cái chết chúng ta đi đâu spiderum', 'tại sao chúng ta nên nói về cái chết', 'điểm đến của cuộc đời đặng hoàng giang']",2024-07-08 15:21:40.648154
T7JJhauDsMo,HỌC ĐẠI HỌC CÓ THỰC SỰ QUAN TRỌNG? | M' | Quan điểm,2024-02-03T10:30:14Z,PT28M55S,2d,hd,23662,968,,0,162,"[""HỌC ĐẠI HỌC CÓ THỰC SỰ QUAN TRỌNG? | M' | Quan điểm"", 'HỌC ĐẠI HỌC CÓ THỰC SỰ QUAN TRỌNG?', 'vì sao nên học đại học', 'vì sao chúng ta cần học đại học', 'học đại học như thế nào 5 điều cần biết về học đại học', 'đại học hay học đại', 'đại học đừng học đại', 'bỏ học đại học', 'liệu có nên bỏ học đại học', 'ôn thi hiệu quả', 'ôn thi đại học', 'điểm thi đại học']",2024-07-08 15:21:40.720182
lW3vd4c1zCQ,[LIVESTREAM]  Đơn giản là nhiều Voucher  - Lì xì tết cực khủng,2024-02-03T03:15:04Z,PT1H42M20S,2d,hd,976,24,,0,0,[],2024-07-08 15:21:40.798542
_8eKat6K1cI,Những lỗ hổng của HỆ THỐNG PHÂN CẤP ĐÀN ÔNG | quocdat | Quan điểm,2024-02-02T10:30:23Z,PT11M33S,2d,hd,35024,1180,,0,68,"['Những lỗ hổng của HỆ THỐNG PHÂN CẤP ĐÀN ÔNG | quocdat | Quan điểm', 'Những lỗ hổng của HỆ THỐNG PHÂN CẤP ĐÀN ÔNG', 'đơn giản hoá đàn ông phần 1 vui vẻ', 'đàn ông beta tệ hại nhất vì 4 lý do này có bạn không', '5 đặc điểm này chứng tỏ anh em là sigma male', 'thế nào là đàn ông alpha', '5 phẩm chất của đàn ông alpha khiến phụ nữ mê mệt', 'harry hart đắng cấp của một quý ông', 'làm thế nào để trở thành đàn ông', 'đàn ông là gì', 'đàn ông và phụ nữ ai thông minh hơn']",2024-07-08 15:21:40.871857
TdENux2XT0Q,[LIVESTREAM] Giảm giá cực khủng - săn lì xì tết,2024-02-01T18:26:04Z,PT2H24M25S,2d,hd,1162,22,,0,0,[],2024-07-08 15:21:40.948674
8IZ7tpkeV0Y,TIẾN BỘ: Những BẬC THANG vô hình mà bạn KHÔNG NGỜ tới | Lâm Duệ Nghi | Quan điểm,2024-02-01T11:00:07Z,PT8M3S,2d,hd,9444,380,,0,25,"['Những BẬC THANG vô hình mà bạn KHÔNG NGỜ tới', 'spiderum', 'spiderum lịch sử', 'spiderum channel', 'spiderum giáo dục', 'phát triển bản thân', 'làm gì khi chạm tới đáy của hố đen', 'Tiến bộ', 'làm sao để tiến bộ', 'cách sống sót trong thị trường lao động', 'cách để tiến bộ trong thị trường lao động', 'TIẾN BỘ LÀ NHỮNG BẬC THANG KHÔNG NGỜ']",2024-07-08 15:21:41.025486
lUzQFdmUHys,CHUỖI CAFÉ: Vì sao lại là MỐI NGUY từ NHỮNG TAY CHƠI TRUNG QUỐC? | HOÀNG TÙNG | Thế giới,2024-01-31T10:30:26Z,PT16M47S,2d,hd,25267,514,,0,68,"['spiderum', 'tiền tài', 'spiderum tiền tài', 'CHUỖI CAFÉ: Vì sao lại là MỐI NGUY từ NHỮNG TAY CHƠI TRUNG QUỐC? | HOÀNG TÙNG | Thế giới', 'CHUỖI CAFÉ: Vì sao lại là MỐI NGUY từ NHỮNG TAY CHƠI TRUNG QUỐC?', 'nhà tài trợ của messi', 'cotti coffee', 'ĐẤT NƯỚC CỦA TRÀ', 'review cotti coffee', 'SCANDAL XÀO NẤU SỔ SÁCH', 'chuỗi cafe', 'kinh doanh cafe', 'buôn cafe', 'kinh doanh cafe như thế nào']",2024-07-08 15:21:41.101358
T_abaaDXHs8,"5 cách ""điều khiển"" THỜI GIAN | Minh Triết | Giáo dục",2024-01-30T10:30:09Z,PT8M26S,2d,hd,11029,415,,0,9,"['spiderum', 'giáo dục', 'spiderum giáo dục', '5 phương pháp quản lý thời gian DỄ DÀNG mà HIỆU QUẢ BẤT NGỜ | Minh Triết | Giáo dục', '5 phương pháp quản lý thời gian DỄ DÀNG mà HIỆU QUẢ BẤT NGỜ', 'phương pháp quản lý thời gian', 'quản lý thời gian hiệu quả', 'quản lý thời gian như thế nào', 'cách quản lý thời gian', 'Ma trận quản lý thời gian Eisenhower', 'Daily highlights', 'quy tắc 80/20', 'Luật 5 phút']",2024-07-08 15:21:41.178739
gcabLj76ziw,NHỮNG SAI LẦM KHIẾN TÔI TỰ HẤT ĐỔ CHÉN CƠM CỦA MÌNH | Tim Lee | Tiền tài,2024-01-29T11:33:27Z,PT15M56S,2d,hd,22955,646,,0,92,"['NHỮNG SAI LẦM KHIẾN TÔI TỰ HẤT ĐỔ CHÉN CƠM CỦA MÌNH | Tim Lee | Tiền tài', 'NHỮNG SAI LẦM KHIẾN TÔI TỰ HẤT ĐỔ CHÉN CƠM CỦA MÌNH']",2024-07-08 15:21:41.249608
c-OIITaOhdM,NGHÈO THÌ ĐỪNG ĐẺ: Sự va chạm TẤT YẾU giữa 02 luồng tư tưởng CŨ & MỚI | Tornad | Quan điểm,2024-01-28T11:38:00Z,PT20M29S,2d,hd,76590,2514,,0,572,"['NGHÈO THÌ ĐỪNG ĐẺ: Sự va chạm TẤT YẾU giữa 02 luồng tư tưởng CŨ & MỚI | Tornad | Quan điểm', 'NGHÈO THÌ ĐỪNG ĐẺ: Sự va chạm TẤT YẾU giữa 02 luồng tư tưởng CŨ & MỚI', 'mc đức bảo phát ngôn nghèo đừng đẻ là lương thiện', 'vì sao người nghèo không nên đẻ', 'nếu bạn nghèo mà không sinh con là lương thiện', 'mc quốc dân đức bảo phát ngôn', 'mc đức bảo và tranh cãi nghèo thì có nên đẻ hay không']",2024-07-08 15:21:41.319095
79bDbHPQYgw,KỶ BĂNG HÀ HÌNH THÀNH TỪ ĐÂU?  | Máy Thời Gian | Khoa học,2024-01-27T10:30:02Z,PT8M2S,2d,hd,30479,430,,0,33,"['spiderum', 'khoa học', 'spiderum khoa học', 'kỷ băng hà', 'KỶ BĂNG HÀ HÌNH THÀNH TỪ ĐÂU? | Máy Thời Gian | Khoa học', 'KỶ BĂNG HÀ HÌNH THÀNH TỪ ĐÂU?', 'kỷ băng hà gây ra bởi con người?', 'kỷ băng hà là gì', 'TÁC ĐỘNG CỦA KỶ BĂNG HÀ', 'NGUYÊN NHÂN SINH RA KỶ BĂNG HÀ', 'tác động của kỷ băng hà', 'vũ trụ', 'nguồn gốc kỷ băng hà', 'tìm hiểu về kỷ băng hà', 'lịch sử về kỷ băng hà', 'nghiên cứu kỷ băng hà']",2024-07-08 15:21:41.393378
Ld9s5cNLZuU,Jetstar Australia và con c*c| PGS.TS Nguyễn Phương Mai  | Quan điểm,2024-01-26T10:16:36Z,PT11M15S,2d,hd,16936,761,,0,158,"['spiderum', 'Jetstar Australia', 'spiderum quan điểm', 'câu đùa thiếu văn hoá', 'bóc phốt jetstar australia', 'Cách xử lý của Jetstar', 'XENOPHOBIC', 'RACIST JOKE', 'latest news australia', 'sydney news', 'jetstar australia', 'tin tức về jetstar australia', 'Jetstar Australia và con c*c| PGS.TS Nguyễn Phương Mai | Quan điểm']",2024-07-08 15:21:41.475811
LNEBNl9X6gQ,[LIVESTREAM] GA áo phông Spiderum,2024-01-25T16:25:39Z,PT1H13M9S,2d,hd,1086,34,,0,0,[],2024-07-08 15:21:41.555928
4G8gnPmWDQY,Kết cục của hoàng đế tàn bạo nhất lịch sử #spiderum #kienthuc #phattrienbanthan #alexander #king,2024-01-25T13:00:03Z,PT44S,2d,hd,53396,2132,,0,24,[],2024-07-08 15:21:41.630222
EKA1fyxRqCU,Cách xác định giá trị Đạo Đức trong xã hội hỗn loạn | CongQuach | Quan điểm,2024-01-25T10:30:08Z,PT15M44S,2d,hd,59797,1944,,0,193,"['spiderum', 'quan điểm', 'spiderum quan điểm', 'Cách xác định giá trị Đạo Đức trong xã hội hỗn loạn | CongQuach | Quan điểm', 'Cách xác định giá trị Đạo Đức trong xã hội hỗn loạn', 'thế nào mới là có đạo đức?', 'TƯ DUY ĐẠO ĐỨC CHO BẠN TRẺ', 'đạo đức', 'đạo đức là gì', 'người có đạo đức như thế nào?', 'công bằng giữa người giàu và người nghèo trong xã hội Mỹ', '5 NỀN TẢNG CỦA ĐẠO ĐỨC', '5 nền tảng của đạo đức', 'sự mâu thuẫn trong nguyên tắc đạo đức']",2024-07-08 15:21:41.699460
Ik5yH-ranYE,[LIVESTREAM] Xả kho cuối năm - Quà tết lên đến 1.000.000đ,2024-01-25T04:38:19Z,PT28M9S,2d,hd,696,12,,0,0,[],2024-07-08 15:21:41.772412
F6s50e2ORQ4,[LIVESTREAM] Xả hàng cuối năm,2024-01-25T02:40:38Z,PT1H17M49S,2d,hd,1133,19,,0,0,[],2024-07-08 15:21:41.850517
xwOSDyiq6ys,VĂNG TỤC LÀ THẲNG THẮN? | sanyschan | Quan điểm,2024-01-24T10:30:18Z,PT10M27S,2d,hd,20182,868,,0,87,"['spiderum', 'quan điểm', 'spiderum quan điểm', 'chửi bậy là vô học?', 'VĂNG TỤC LÀ THẲNG THẮN? | sanyschan | Quan điểm', 'VĂNG TỤC LÀ THẲNG THẮN?', 'quan điểm về chửi bậy', 'nói tục chửi bậy có phải là xấu', 'học sinh nói tục', 'THẲNG THẮN LÀ GÌ?', 'cái tôi và vị thế bản thân', 'pinkdot', 'văng tục có phải là hư?', 'học sinh văng tục nên làm gì', 'nên làm gì khi trẻ con nói bậy', 'chửi bậy có thật sự vô học']",2024-07-08 15:21:41.928783
Hiy2xzekDvE,Nhà tiên tri Titanic #spiderum #kienthuc #phattrienbanthan #titanic,2024-01-23T13:00:23Z,PT48S,2d,hd,7774,275,,0,2,[],2024-07-08 15:21:42.004024
377c-lIo82s,Vì sao người trẻ lại NGHIỆN CRYPTO đến thế? | Trường Sơn | Tiền tài,2024-01-23T10:30:01Z,PT9M42S,2d,hd,62232,1147,,0,291,"['spiderum', 'crypto', 'Giới trẻ và crypto', 'Cơn nghiện crypto của giới trẻ | Trường Sơn | Tiền tài', 'Cơn nghiện crypto của giới trẻ', 'Gen z', 'gen z nghiện coin', 'Những hiểu lầm mà giới trẻ thường mắc phải khi chơi crypto', 'hiểu lầm về crypto', 'crypto là gì', 'Samurice', 'tài chính', 'tiền tài', 'spiderum tiền tài', 'tìm hiểu về cryptod', 'tiền ảo', 'đầu tư crypto', 'đầu tư tài chính', 'Vì sao người trẻ lại NGHIỆN CRYPTO đến thế? | Trường Sơn | Tiền tài']",2024-07-08 15:21:42.078222
S6Nai6Tsrso,[LIVESTREAM] Flashsale cực đỉnh. Sách NTMN chỉ từ 120k,2024-01-23T02:12:28Z,PT58M10S,2d,hd,839,16,,0,0,[],2024-07-08 15:21:42.157534
kZRIcWEVCb0,[LIVESTREAM] Flashsale cực đỉnh. Sách NTMN chỉ từ 120k,2024-01-22T13:30:10Z,PT1H1M7S,2d,hd,857,23,,0,2,[],2024-07-08 15:21:42.226552
gU8SYNgA424,HENRY KISSINGER - MỘT NHÀ NGOẠI GIAO ĐỊNH HÌNH TRẬT TỰ THẾ GIỚI HIỆN ĐẠI | Thế giới,2024-01-22T11:28:39Z,PT49M36S,2d,hd,395442,3475,,0,908,"['spiderum', 'thế giới', 'spiderum thế giới', 'HENRY KISSINGER - MỘT NHÀ NGOẠI GIAO ĐỊNH HÌNH TRẬT TỰ THẾ GIỚI HIỆN ĐẠI | XXX | Thế giới', 'HENRY KISSINGER', 'lịch sử henry kissinger', 'Chiến tranh Việt Nam', 'Chiến tranh Campuchia', 'Chiến tranh Bangladesh', 'Kiến tạo hòa bình với khối Cộng sản', 'lịch sử nước mỹ', 'Quan điểm về xung đột Ukraine - Nga', 'giới chính trị Mỹ', 'lịch sử thế giới', 'henry kissinger', 'henry kissinger là ai', 'tiểu sử về henry kissinger']",2024-07-08 15:21:42.303286
I6wP_WSo98Y,HỒI GIÁO đã xuất hiện ở Việt Nam như thế nào? | Vũ tích | Thế giới,2024-01-21T10:38:58Z,PT18M37S,2d,hd,51848,880,,0,317,"['HỒI GIÁO đã xuất hiện ở Việt Nam như thế nào? | Vũ tích | Thế giới', 'HỒI GIÁO đã xuất hiện ở Việt Nam như thế nào?', 'hồi giáo ở việt nam ký sự du lịch an giang', 'tại sao hồi giáo không bao giờ có thể đoàn kết và thống nhất được', 'hiểu ngay về đạo hồi chỉ trong 5 phút', 'người hồi giáo tại việt nam mong người dân gải gaza có hoà bình như ở việt nam', 'thánh chiến hồi giáo tại việt nam đã diễn ra như thế nào', 'spiderum', 'hồi giáo', 'lịch sử hồi giáo', 'thế giới']",2024-07-08 15:21:42.378583
1MSWxW3FTE8,"Đằng sau bài thơ ""Emily, con..."" #spiderum #kienthuc #phattrienbanthan #lichsu #thoca #tohuu",2024-01-20T13:00:01Z,PT1M,2d,hd,12259,865,,0,52,[],2024-07-08 15:21:42.462824
Ml1aka4LJrU,Toàn cảnh ĐẠI ÁN VIỆT Á | Anh Tuấn Vũ | Tiền tài,2024-01-20T10:30:07Z,PT15M8S,2d,hd,154836,1902,,0,460,"['Toàn cảnh ĐẠI ÁN VIỆT Á | Anh Tuấn Vũ | Tiền tài', 'toàn cảnh đại án việt á', 'đại án việt á đã diễn ra như thế nào', 'tóm tắt đại án việt á rúng động việt nam', 'nhìn lại đại án việt á đã có bao nhiêu lãnh đạo bị khởi tố', 'tất tần tật về đại án việt á', 'ai đã gây ra đại án việt á', 'virus việt á đang công phá ngành y ra sao', 'hệ quả của việt á', 'kit test việt á', 'đại án kit test việt á']",2024-07-08 15:21:42.540509
Mg3t9w8Pd9k,Công nghệ có đang khiến chúng ta CÔ ĐƠN & ĐAU KHỔ hơn?  | Đức Nhân | Giáo dục,2024-01-19T11:32:29Z,PT15M17S,2d,hd,25537,814,,0,38,"['Công nghệ có đang khiến chúng ta CÔ ĐƠN & ĐAU KHỔ hơn? | Đức Nhân | Giáo dục', 'Công nghệ có đang khiến chúng ta CÔ ĐƠN & ĐAU KHỔ hơn?', 'cội nguồn của cô đơn huskywannafly spiderum', 'cô đơn do số phận do người hay do mình spiderum', 'mạng xã hội khiến con người cô đơn spiderum', 'làm thế nào để tập trung', 'làm việc hiệu quả', 'cách để làm việc hiệu quả', 'phương pháp tập trung', 'phương pháp làm việc hiệu quả', 'cái tôi và sự cô đơn spiderum']",2024-07-08 15:21:42.614833
Nb1BtdM3030,[LIVESTREAM] Flashsale 30% và nhiều mã giảm giá,2024-01-19T05:45:15Z,PT1H35M8S,2d,hd,990,19,,0,0,[],2024-07-08 15:21:42.686364
WtjWuF3XDCc,"Nước không dẫn điện, thế sao ta vẫn bị giật? #spiderum #kienthuc #phattrienbanthan #khoahoc #vatly",2024-01-18T13:00:33Z,PT38S,2d,hd,13851,720,,0,12,[],2024-07-08 15:21:42.753929
tYCyeVhtBSY,Ngân hàng Trung ương Hoa Kỳ Federal Reserve hoạt động như thế nào? | Gerard Do | Thế giới,2024-01-18T10:30:29Z,PT22M57S,2d,hd,189492,2435,,0,172,"['Ngân hàng Trung ương Hoa Kỳ Federal Reserve hoạt động như thế nào? | Gerard Do | Thế giới', 'Ngân hàng Trung ương Hoa Kỳ Federal Reserve hoạt động như thế nào?', 'Ngân hàng Trung ương Hoa Kỳ', 'Federal Reserve', 'Mục tiêu hoạt động của ngân hàng', 'ngân hàng trung ương là gì', 'thị trường tự do hoa kỳ', 'thị trường hoa kỳ', 'Cái giá của tiền rẻ', 'thị trường của FED', 'Các công cụ để kiểm soát thị trường của FED', 'spiderum', 'thế giới', 'định hướng chính sách tương lai của ngân hàng trung ương hoa kỳ']",2024-07-08 15:21:42.829937
rt9No3ZfRKc,[LIVESTREAM] Giảm giá sách đến 65%,2024-01-17T13:51:20Z,PT43S,2d,hd,701,12,,0,0,[],2024-07-08 15:21:42.906080
dSoIRaKVB3k,Cha mẹ nên làm gì khi thấy con xem phim “người lớn”? | Anh_Tran | Quan điểm,2024-01-17T10:30:12Z,PT9M29S,2d,hd,36258,550,,0,106,"['spiderum', 'quan điểm', 'spiderum quan điểm', 'Cha mẹ nên làm gì khi thấy con xem phim sex? | Anh_Tran | Quan điểm', 'trẻ con xem pỏn', 'phải làm sao khi con mình xem sex', 'trẻ con xem phim con heo', 'tác hại của xem phim con heo', 'tâm lý trẻ vị thành niên', 'cách dạy dỗ con cái', 'cuộc sống gia đình', 'ham muốn tình dục ở trẻ con', 'trẻ vị thành niên', 'trẻ chưa đủ tuổi xem phim con heo']",2024-07-08 15:21:42.977220
GzmQV-UH4ck,Chúng ta ốm do đâu? #spiderum #kienthuc #phattrienbanthan #khoahoc #camlanh,2024-01-16T13:00:14Z,PT40S,2d,hd,9481,562,,0,13,[],2024-07-08 15:21:43.053244
ktQZTjc64b0,TRUNG QUỐC LÀ TIỂU VŨ TRỤ THU NHỎ | Sangdo | Thế giới,2024-01-16T10:30:14Z,PT10M24S,2d,hd,29399,785,,0,95,"['spiderum', 'thế giới', 'Trung Quốc là cả một thế giới riêng | Sangdo | Thế giới', 'TRUNG QUỐC LÀ TIỂU VŨ TRỤ THU NHỎ', 'trung quốc', 'lịch sử trung quốc', 'Địa hình trung quốc', 'Khí hậu trung quốc', 'Y học trung quốc', 'Sangdo', 'Marco Polo', 'Marco Polo du ký', 'Văn học nghệ thuật trung quốc', 'Trung Quốc là cả một thế giới riêng', 'TRUNG QUỐC LÀ TIỂU VŨ TRỤ THU NHỎ | Sangdo | Thế giới', 'độc lạ trung hoa']",2024-07-08 15:21:43.127906
SBH-xMx6Xdc,[LIVESTREAM] Xả kho sách - Hẹn hò bán sách offline tại Hà Nội,2024-01-15T16:03:36Z,PT1H46M51S,2d,hd,1432,36,,0,0,[],2024-07-08 15:21:43.206795
xh9F_d9Nito,Tại sao đồng tiền Mỹ lại có dòng chữ IN GOD WE TRUST | Gockhuatlichsu1210 | Thế giới,2024-01-15T10:30:17Z,PT11M12S,2d,hd,53412,1120,,0,162,"['spiderum', 'tiền tài', 'In god we Trust', 'Tại sao đồng tiền Mỹ lại có dòng chữ IN GOD WE TRUST | Gockhuatlichsu1210 | Thế giới', 'thế giới', 'đơn vị tiền tệ', 'đồng đô la mỹ', 'USD', 'đô la mỹ', 'do la my', 'tìm hiểu về đồng đô la mỹ', 'lịch sử đồng đô la mỹ', 'Chúng ta tin Chúa', 'tại sao lại là chúng ta tin chúa', 'Ủng hộ tiêu ngữ Chúng ta tin Chúa vì lý do lịch sử', 'Tại sao đồng tiền Mỹ lại có dòng chữ IN GOD WE TRUST', 'hoa kỳ', 'lịch sử hoa kỳ']",2024-07-08 15:21:43.286125
Br9dTAQ7xkI,Lời Khuyên Là Một Con Dao Hai Lưỡi | Khoa Nguyen | Quan điểm,2024-01-14T10:30:05Z,PT8M5S,2d,hd,26207,868,,0,53,"['Lời Khuyên Là Một Con Dao Hai Lưỡi | Khoa Nguyen | Quan điểm', 'Lời Khuyên Là Một Con Dao Hai Lưỡi', '100 lời khuyên sức khoẻ', 'sống thật với chính mình là một lời khuyên khủng khiếp', '7 lời khuyên giúp bạn bước tiếp trong cuộc sống']",2024-07-08 15:21:43.366668
6LFy0wRoqMA,"""Ngồi xa cái tivi ra"" là một lời cảnh báo vô dụng! #spiderum #shorts #kienthuc #phattrienbanthan",2024-01-13T13:00:04Z,PT56S,2d,hd,10891,600,,0,22,[],2024-07-08 15:21:43.468647
5f7k_YDYmog,Người Việt Nam có nhiều thói hư tật xấu? | Hex | Quan điểm,2024-01-13T10:30:02Z,PT10M57S,2d,hd,53801,2139,,0,647,"['Người Việt Nam có nhiều thói hư tật xấu? | Hex | Quan điểm', 'thói xấu của người việt', 'tính xấu của người việt', 'lý giải tật xấu của người việt', 'tại sao người việt hay vứt rác bừa bãi', 'tại sao người việt nam hay đái bậy', 'thói hư tật xấu của người việt', 'tản mạn về tật xấu của người việt', 'spiderum', 'người việt nam', 'Những hành động khiến người Việt ngày càng trở nên xấu xí', 'tại sao hình ảnh người việt xấu xí', 'Từ tật xấu của người Việt nghĩ về xã hội văn minh']",2024-07-08 15:21:43.545261
P2AxqKp45Y8,Aung San Suu Kyi: Hoa lan thép xứ Miến Điện | PresentdayVy | Thế giới,2024-01-12T10:30:12Z,PT18M23S,2d,hd,157192,2249,,0,398,"['Aung San Suu Kyi: Hoa lan thép xứ Miến Điện | PresentdayVy | Thế giới', 'Aung San Suu Kyi: Hoa lan thép xứ Miến Điện', 'tiểu sử nhân vật aung san suu kyi', 'aung san suu kyi thời đại đã khác bbc news tiếng Việt', 'cố vấn nhà nước myanmar aung san suu kyi', 'bà aung san suu kyi tạ lỗi vì không làm tổng thống']",2024-07-08 15:21:43.622658
MQSlsY9NTwo,[LIVESTREAM] Xả kho sách - Hẹn hò bán sách offline tại Hà Nội,2024-01-12T05:05:02Z,PT1H48M10S,2d,hd,1759,24,,0,2,[],2024-07-08 15:21:43.691887
VgzK6iCwmvU,Con người chỉ sử dụng 10% não bộ? - Một quan niệm sai lầm!! #spiderum #shorts #kienthuc,2024-01-11T13:00:20Z,PT54S,2d,hd,9264,491,,0,14,[],2024-07-08 15:21:43.768911
rS_b7MwNoN4,Cách AN TOÀN NHẤT để không mất tiền khi TRADE | Trường Sơn | Tiền tài,2024-01-11T10:30:15Z,PT12M32S,2d,hd,14318,363,,0,50,"['Cách AN TOÀN NHẤT để không mất tiền khi TRADE | Trường Sơn | Tiền tài', 'Cách AN TOÀN NHẤT để không mất tiền khi TRADE', 'giải thích tất tần tật về blockchain', 'toàn cảnh thảm hoạ crypto lớn nhất 2022 spiderum', 'sam bankman fried spiderum', 'ethereum chuyện gì sẽ xảy ra nếu đồng crypto này ngã ngựa', '3 điều phải biết trước khi dấn thân vào thị trường crypto spiderum']",2024-07-08 15:21:43.843426
