video_id,title,publishedAt,duration,dimension,definition,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,tags,dateExtract
9b4B0jqx-8Q,Bất ngờ trước công thức chiếm đoạt 8600 tỷ của Tân Hoàng Minh,2024-07-07T05:15:01Z,PT1M,2d,hd,3342,79,,0,1,[],2024-07-08 15:21:22.681504
JIlrsF7cy7k,The Creator x YouTube | Phê Game | Khi công việc bắt bạn PHẢI CHƠI GAME,2024-07-06T13:00:15Z,PT34S,2d,hd,5307,161,,0,2,[],2024-07-08 15:21:22.763609
RfxfT5W6F9E,Tưởng Giới Thạch thâu tóm quyền lực tại Trung Quốc ra sao? | Mr.Backturn | Thế giới,2024-07-06T11:00:32Z,PT16M52S,2d,hd,11024,209,,0,25,"['spiderum', 'thế giới', 'Tưởng Giới Thạch đã thâu tóm quyền lực như thế nào? | Mr.Backturn | THẾ GIỚI', 'tưởng giới thạch', 'đài loan', 'lãnh đạo đài loan', 'quốc dân đảng', 'tiểu sử về tưởng giới thạch', 'lịch sử Trung Hoa', 'Phong trào Hộ pháp', 'Tổng thống khai quốc của Đài Loan', 'tưởng giới thạch là ai', 'Tưởng Giới Thạch đã thâu tóm quyền lực như thế nào?']",2024-07-08 15:21:22.836912
Y1BXW0K0Y9c,Kế hoạch thao túng thị trường chứng khoán của Trịnh Văn Quyết tinh vi như thế nào?,2024-07-06T05:15:00Z,PT56S,2d,hd,8334,169,,0,5,[],2024-07-08 15:21:22.928375
Yc6mdibqaSk,Hành vi lừa đảo chiếm đoạt tài sản của Trịnh Văn Quyết tinh vi tới mức nào?,2024-07-05T05:15:01Z,PT1M,2d,hd,13464,225,,0,4,[],2024-07-08 15:21:22.994418
eTab_UNJsNk,Low G: Khi THỜI THẾ chạm đúng ANH TÀI | Cu Bốb Mê Nhạc | Giải trí,2024-07-04T11:00:38Z,PT15M5S,2d,hd,42725,1252,,0,198,"['spiderum', 'giải trí', 'low g', 'Âm nhạc của LOW G có gì mà CUỐN thế? | Cu Bốb Mê Nhạc | Giải trí', 'Nguyễn Hoàng Long đã trở thành Low G như thế nào?', 'rapper low g', 'hiện tượng rap chưa từng flop', 'hành trình phát triển của low g', 'low g là ai', 'tiểu sử về low g']",2024-07-08 15:21:23.074154
JN8POJ7lY_Y,Thương vụ chuyển nhượng thế kỷ biến Real Madrid thành ông vua của bóng đá Châu Âu,2024-07-04T05:15:00Z,PT59S,2d,hd,10597,225,,0,0,[],2024-07-08 15:21:23.141057
MgDyalkUoI0,The Creator x YouTube EP02 | Phê Game | Game chính là một môn nghệ thuật,2024-07-03T12:00:18Z,PT58S,2d,hd,2910,60,,0,0,[],2024-07-08 15:21:23.248892
rOllEMx8IAo,Một CUỘC KHỦNG HOẢNG đang xảy ra với NỮ GIỚI VIỆT NAM ?? | Narcy Nguyen | Quan điểm,2024-07-03T11:00:55Z,PT21M11S,2d,hd,30646,1053,,0,348,"['spiderum', 'quan điểm', 'khủng hoảng tính nữ', 'Một CUỘC KHỦNG HOẢNG đang xảy ra với NỮ GIỚI VIỆT NAM ?? | Narcy Nguyen | Quan điểm', 'Khủng hoảng tính nữ và các định nghĩa nền tảng', 'thế nào là khủng hoảng tính nữ', 'Dấu hiệu của khủng hoảng tính nữ', 'Cách đương đầu với khủng hoảng tính nữ', 'phụ nữ việt nam bị khủng hoảng như thế nào']",2024-07-08 15:21:23.314563
1goBPTWE0FU,SPIDERUM NEWS: RÚNG ĐỘNG VẤN NẠN CAMERA QUAY LÉN | TRUMP DẪN TRƯỚC BIDEN TRONG THƯỢNG ĐÀI KỊCH TÍNH,2024-07-02T11:30:01Z,PT9M54S,2d,hd,6759,197,,0,7,"['SPIDERUM NEWS: RÚNG ĐỘNG VẤN NẠN CAMERA QUAY LÉN | TRUMP DẪN TRƯỚC BIDEN TRONG THƯỢNG ĐÀI KỊCH TÍNH', 'spiderum', 'spiderum news', 'VẤN NẠN CAMERA QUAY LÉN', 'camera quay lén', 'donald trump', 'biden vs trump', 'châu bùi bị quay lén', 'sinh trắc học giao dịch trực tuyến ngân hàng', 'Đèn giao thông đếm ngược là con dao hai lưỡi?']",2024-07-08 15:21:23.401790
wnb9d_Ot-pM,Hành trình quyền lực của Florentino Pérez – Bố già của Real Madrid,2024-07-02T05:15:03Z,PT54S,2d,hd,3246,87,,0,4,[],2024-07-08 15:21:23.482426
zI6gjlapMcY,The Creator x YouTube EP02 | Phê Game | Đừng đánh giá mọi thứ qua con số,2024-07-01T13:00:55Z,PT43S,2d,hd,1794,52,,0,1,[],2024-07-08 15:21:23.553736
kTvn-KD32JM,Tại sao đàn ông Việt Nam gặp KHỦNG HOẢNG? | Narcy Nguyen | Quan điểm,2024-06-30T11:00:43Z,PT17M58S,2d,hd,32386,889,,0,307,"['spiderum', 'thắng', 'decao', 'đàn ông đích thực là gì', 'Tại sao đàn ông Việt Nam gặp khủng hoảng? | Narcy Nguyen | Quan điểm', 'khủng hoảng tính nam']",2024-07-08 15:21:23.630803
-eHijS29-k0,BÀI TOÁN ĐẠO ĐỨC RẤT KHÓ: Phật giáo sẽ làm gì khi buộc phải thí mạng? | Trường Sở | Quan điểm,2024-06-29T10:53:05Z,PT8M34S,2d,hd,67562,2276,,0,425,"['spiderum', 'quan điểm', 'phật giáo', 'Phật giáo sẽ làm gì khi buộc phải thí mạng? | Trường Sở | Quan điểm', 'Trolley problem là gì?', 'Tại sao các nhà sư lại chọn đẩy anh béo?', 'Thiền Tông nghĩ gì về trolley problem?', 'Trolley Problem']",2024-07-08 15:21:23.702516
40_QymyEWws,"Tưởng là được chơi game, hoá ra là PHẢI chơi game 🤣 | @daylaphegame | The Creator x YouTube EP02",2024-06-28T13:00:07Z,PT47M14S,2d,hd,18286,776,,0,88,"['Tưởng là được chơi game hoá ra là PHẢI chơi game 🤣 | @daylaphegame | The Creator x YouTube EP02', 'Tưởng là được chơi game hoá ra là PHẢI chơi game 🤣', 'phê game podcast', 'phê game q&A', 'spiderum phỏng vấn phê game', 'elden ring dlc phê game', 'livestream elden ring phê game', 'god of war phê game', 'pubg và lý do trở thành dead game phê game', 'danh sách game chơi không điểm dừng phê game', 'tất tần tật về horizon zero dawn phê game', 'soi game phê game', 'phê game news', 'happys hamburger farm phê game']",2024-07-08 15:21:23.781250
_TviYQKBxJY,Tài chính phi tập trung (DeFi): Hiện thực hay Ảo mộng? | Tiền tài,2024-06-27T11:00:37Z,PT18M50S,2d,hd,7305,202,,0,32,"['spiderum', 'tiền tài', 'Tài chính phi tập trung (DeFi): Hiện thực hay Ảo mộng?', 'tài chính phi tập trung', 'DeFi', 'định nghĩa về tài chính phi tập trung', 'Sự ra đời của Ethereum và DeFi Summer 2020', 'Tại sao DeFi vẫn chưa được phổ biến rộng rãi?', 'Độ phức tạp của DeFi', 'Giải Pháp Giúp Cải Thiện UX Trong DeFi Hiện Tại', 'Một số giải pháp giúp cải thiện bảo mật trong DeFi', 'Holdstation Wallet']",2024-07-08 15:21:23.850647
M6cENa6KCz8,Tại sao Đài Loan chưa từng tuyên bố độc lập? | Phong Trung | Thế Giới,2024-06-26T11:00:17Z,PT19M52S,2d,hd,64829,742,,0,196,"['spiderum', 'thế giới', 'đài loan', 'đài loan trung quốc', 'đài loan là gì của trung quốc?', 'Nên hiểu như thế nào về danh tính của Đài Loan?', 'Vị thế của Đài Loan', 'Lịch sử Đài Loan', 'Nhà nước là gì?', 'Vị thế Chính trị và Pháp lý của Đài Loan', 'tìm hiểu về đài loan', 'chính trị đài loan', 'Tại sao Đài Loan chưa từng tuyên bố độc lập?']",2024-07-08 15:21:23.932070
tJFAygtxLP4,SPIDERUM NEWS: 20 TIẾNG BẬN RỘN CỦA TỔNG THỐNG PUTIN | TẬP ĐOÀN GIÁ TRỊ NHẤT THẾ GIỚI HIỆN NAY LÀ…,2024-06-25T11:30:22Z,PT10M11S,2d,hd,9833,277,,0,15,"['spiderum', 'spiderum news', 'SPIDERUM NEWS: 20 TIẾNG BẬN RỘN CỦA TỔNG THỐNG PUTIN | TẬP ĐOÀN GIÁ TRỊ NHẤT THẾ GIỚI HIỆN NAY LÀ…', 'Thượng tọa Thích Chân Quang bị Giáo hội Phật giáo kỷ luật', 'thích chân quang', 'Những thay đổi cần chú ý của thẻ căn cước mới từ ngày 1/7', 'thẻ căn cước công dân mới', 'Vườn Quốc gia Phong Nha - Kẻ Bàng', '20 giờ bận rộn của Tổng Thống Putin tại Việt Nam', 'Honda sẽ ngừng sản xuất xe máy chạy xăng', 'Thực hư ca sĩ robot biểu diễn gây sốc tại Mỹ']",2024-07-08 15:21:24.001560
m6DBPFaaS7I,Mặt tối ít người biết của nền giáo dục Nhật Bản,2024-06-24T05:15:03Z,PT50S,2d,hd,24565,730,,0,69,[],2024-07-08 15:21:24.066414
zTh1Z-KnIEE,Rừng rậm Amazon thực ra từng nằm dưới đại dương? | Amy McDermott | Khoa học,2024-06-23T10:57:28Z,PT24M19S,2d,hd,13138,257,,0,8,"['Rừng rậm Amazon thực ra từng nằm dưới đại dương? | Amy McDermott | Khoa học', 'Rừng rậm Amazon thực ra từng nằm dưới đại dương?']",2024-07-08 15:21:24.149416
Ce8f24le2BQ,Tại sao bạn không nên tin 100% vào ý kiến của đám đông?,2024-06-23T05:15:00Z,PT36S,2d,hd,12790,372,,0,9,[],2024-07-08 15:21:24.228960
MF-psPqWlNM,The Creator x YouTube EP01 | Vũ Dino | Giấu bố mẹ để làm YouTube,2024-06-22T12:02:00Z,PT58S,2d,hd,2080,53,,0,0,[],2024-07-08 15:21:24.295631
GqPm35-ISik,Hai TRƯỜNG PHÁI CHÍNH TRỊ lớn nhất thế giới | trantuanst22 | Thế giới,2024-06-22T11:00:18Z,PT15M43S,2d,hd,32209,933,,0,135,"['spiderum', 'thế giới', 'spiderum thế giới', 'Chủ nghĩa hiện thực', 'chủ nghĩa tự do', 'Lý thuyết quan hệ quốc tế là gì?', 'chủ nghĩa hiện thực là gì?', 'chủ nghĩa tự do là gì?', 'Địa - Chính trị thế giới', 'trantuanst22', 'Việt Nam: Nạn nhân của Địa lí', 'lợi ích nhân loại', 'lợi ích quốc gia']",2024-07-08 15:21:24.381841
0r6LC_gB2qg,Hiệu ứng bầy đàn là gì và tại sao bạn cần cẩn trọng với nó?,2024-06-21T05:15:00Z,PT39S,2d,hd,7397,293,,0,0,[],2024-07-08 15:21:24.452045
0jtV5bophn8,(18+) TẤT TẦN TẬT VỀ CÁC CHẤT GÂY NGHIỆN TRONG 80 PHÚT | Absolutely | KHOA HỌC,2024-06-20T11:19:57Z,PT1H20M16S,2d,hd,172023,4120,,0,227,[],2024-07-08 15:21:24.548625
C_Wr1jexK7Q,The Creator x YouTube EP01 | Vũ Dino | Sự đánh đổi khi làm YouTube,2024-06-20T04:30:07Z,PT1M,2d,hd,2610,84,,0,0,[],2024-07-08 15:21:24.610395
HCNBtGxskOg,THẺ TÍN DỤNG là gì và chúng VẬN HÀNH như thế nào? | Tiền tài,2024-06-20T03:30:12Z,PT21M54S,2d,hd,55329,941,,0,92,"['spiderum', 'tiền tài', 'spiderum tiền tài', 'THẺ TÍN DỤNG là gì và chúng VẬN HÀNH như thế nào? | Tiền tài', 'THẺ TÍN DỤNG là gì và chúng VẬN HÀNH như thế nào?', 'CIMB Việt Nam', 'tín dụng', 'thẻ tín dụng', 'thẻ tín dụng vận hành như thế nào', 'Quy trình vận hành thẻ tín dụng', 'ưu nhược điểm của thẻ tín dụng', 'Làm thế nào tối ưu hoá thẻ tín dụng']",2024-07-08 15:21:24.700266
EKtAt63tISY,Liệu CRISTIANO RONALDO có làm nên HIGHLIGHT tại EURO 2024? | Thịnh Joey | Thể thao,2024-06-19T10:30:06Z,PT11M26S,2d,hd,6791,180,,0,42,"['spiderum', 'thể thao', 'cristiano ronaldo', 'CRISTIANO RONALDO: VŨ KHÚC CUỐI CÙNG TẠI EURO 2024? | Thịnh Joey | Thể thao', 'cristiano ronaldo hết thời?', 'euro 2024', 'vô địch Euro', 'bóng đá thể giới', 'spiderum thể thao']",2024-07-08 15:21:24.768989
TymmYx7vXrU,Hai lý do chính khiến Châu Phi tụt hậu so với thế giới,2024-06-19T05:15:01Z,PT46S,2d,hd,21627,639,,0,22,[],2024-07-08 15:21:24.856860
jSLRVBB8THE,"The Creator x YouTube EP01 | Vũ Dino | Ngày 9 to 5, tối làm Content Creator",2024-06-18T13:06:00Z,PT1M,2d,hd,5230,102,,0,0,[],2024-07-08 15:21:24.930835
XqNUvQK_oWA,SPIDERUM NEWS: EURO 2024 KHỞI ĐẦU HẤP DẪN NHẤT LỊCH SỬ | SỰ LỢI HẠI CỦA APPLE INTELLIGENCE,2024-06-18T11:00:34Z,PT10M12S,2d,hd,2939,106,,0,16,"['spiderum', 'spiderum news', 'Đề xuất áp thêm thuế tuyệt đối với thuốc lá', 'Tăng lãi suất huy động từ đầu tháng 6/2024', 'thời sự', 'Ca khúc nhạc Việt đầu tiên cán mốc 1 tỉ lượt xem', 'Trận mưa lũ lịch sử lớn nhất 30 năm qua tại Hà Giang', 'euro 2024']",2024-07-08 15:21:24.994812
Po3wNvrBFsM,Ai đã ám sát cựu tổng thống Mỹ John F.Kennedy ??,2024-06-18T04:45:01Z,PT55S,2d,hd,20394,696,,0,24,[],2024-07-08 15:21:25.077693
lvZ92-GybmE,Thảm kịch “Titanic của ngành hàng không” đã diễn ra như thế nào ??,2024-06-17T04:45:01Z,PT57S,2d,hd,11374,338,,0,2,[],2024-07-08 15:21:25.145025
pLs0W39vJj4,Rượu Vodka âm thầm hủy hoại nước Nga như thế nào ??,2024-06-16T04:45:02Z,PT50S,2d,hd,96605,5379,,0,71,[],2024-07-08 15:21:25.235242
B8njGLnNQUw,Mọi điều bạn cần biết về món BÁNH CUỐN: Từ CÁCH LÀM đến CÁCH THƯỞNG THỨC 🤤  | DungEZ | Lối sống,2024-06-16T03:00:12Z,PT19M50S,2d,hd,20380,488,,0,57,"['spiderum', 'ẩm thực', 'bánh cuốn', 'BÁNH CUỐN: Thức quà dành riêng cho người Việt sành ăn? | DungEZ | Quan điểm', 'Món bánh cuốn ra đời và biến đổi ra sao theo thời gian?', 'Lựa chọn nguyên liệu làm bánh cuốn thế nào?', 'Thế nào là một đĩa bánh cuốn ngon?', 'công thức làm bánh cuốn ngon', 'Một chiếc video rất ư là... BÁNH CUỐN | DungEZ | Lối sống']",2024-07-08 15:21:25.308381
_3DiZ-g4Gzk,"Có LÝ TƯỞNG trong công việc, thì mới có CÔNG VIỆC LÝ TƯỞNG | @Dinology | The Creator x YouTube",2024-06-15T13:10:10Z,PT53M8S,2d,hd,3742,109,,0,9,"['Đánh đổi kì vọng gia đình để hiện thực hoá ước mơ làm sáng tạo | Dinology | The Creator x YouTube', 'Đánh đổi kì vọng gia đình để hiện thực hoá ước mơ làm sáng tạo', 'Có LÝ TƯỞNG trong công việc', 'thì mới có CÔNG VIỆC LÝ TƯỞNG | @Dinology | The Creator x YouTube', 'thì mới có CÔNG VIỆC LÝ TƯỞNG']",2024-07-08 15:21:25.379840
UQLpG6TL6CM,Cách bệnh Gút ảnh hưởng tới hai sự kiện chính trị nổi tiếng thế giới,2024-06-15T04:45:01Z,PT50S,2d,hd,171811,7887,,0,52,[],2024-07-08 15:21:25.455664
DwdGEN2ckKs,STEM là gì mà có thể KÉO GẦN hơn GIẤC MƠ MỸ? | Giáo dục,2024-06-14T11:09:27Z,PT12M48S,2d,hd,14022,407,,0,51,"['spiderum', 'du học mỹ', 'Giáo dục', ""STEM là gì mà có thể KÉO GẦN hơn 'GIẤC MƠ MỸ'? | Giáo dục"", 'STEM là gì mà có thể KÉO GẦN hơn GIẤC MƠ MỸ?', 'Vì sao học STEM quan trọng khi tìm việc ở Mỹ sau này?', 'Ngành nào được tính là STEM và không phải là STEM?', 'Nếu ngành bạn muốn học không phải là STEM thì sao?', 'stem là gì', 'giáo dục stem/steam', 'stem đọc là gì', 'tìm hiểu về stem', 'giấc mơ mỹ']",2024-07-08 15:21:25.522303
-8crsHBtxu8,Tại sao Elon Musk nổi tiếng ngông cuồng nhưng chưa bao giờ phải trả giá đắt?,2024-06-14T04:45:00Z,PT44S,2d,hd,237636,10441,,0,63,[],2024-07-08 15:21:25.606180
TaIzQhDnIPs,Giải mật TAI TIẾNG vụ BẮN NHẦM ĐIỆP VIÊN CIA tại Tây Tạng | Văn Minh Phương Tây | Thế giới,2024-06-13T10:30:14Z,PT18M47S,2d,hd,10623,234,,0,7,"['spiderum', 'thế giới', 'Giải mật TAI TIẾNG vụ BẮN NHẦM ĐIỆP VIÊN CIA tại Tây Tạng | Văn Minh Phương Tây | Thế giới', 'Douglas Mackiernan', 'Douglas Mackiernan và bối cảnh miền tây Trung Hoa', 'Hành trình đến Tây Tạng', 'BẮN NHẦM ĐIỆP VIÊN CIA tại Tây Tạng', 'douglas mackiernan', 'Giải mật TAI TIẾNG vụ BẮN NHẦM ĐIỆP VIÊN CIA tại Tây Tạng']",2024-07-08 15:21:25.680044
7HTRrdq7OiU,Tại sao Bác Hồ thường xuyên hút thuốc lá?,2024-06-13T04:45:00Z,PT50S,2d,hd,2322830,85659,,0,826,[],2024-07-08 15:21:25.748913
N417XvuxBfQ,SPIDERUM NEWS: THỊ TRƯỜNG VÀNG VIỆT NAM BIẾN ĐỘNG LỚN | SƠN TÙNG MTP VÀ NHỮNG KỶ LỤC MỚI,2024-06-11T11:46:26Z,PT11M1S,2d,hd,10086,310,,0,20,"['SPIDERUM NEWS: THỊ TRƯỜNG VÀNG VIỆT NAM BIẾN ĐỘNG LỚN | SƠN TÙNG MTP VÀ NHỮNG KỶ LỤC MỚI', 'THỊ TRƯỜNG VÀNG VIỆT NAM BIẾN ĐỘNG LỚN', 'SƠN TÙNG MTP VÀ NHỮNG KỶ LỤC MỚI', 'đừng làm trái tim anh đau', 'chúng ta của tương lai', 'sơn tùng mtp spiderum', 'SƠN TÙNG M-TP: Hành trình CHINH PHỤC V-POP qua 10 bài hát để đời 👑', 'giá vàng hôm nay', 'vàng 9999 hôm nay giá bao nhiêu 1 chỉ hà nội', 'Giải mã HIỆN TƯỢNG LẠ Thích Minh Tuệ', '7 CÁI SAI trong pháp tu của sư Thích Minh Tuệ?']",2024-07-08 15:21:25.824515
6K7cnRB8Fdg,Cách TẬP NÃO thành THIÊN TÀI | Minh Triết | Khoa học,2024-06-09T11:06:43Z,PT24M59S,2d,hd,30400,1558,,0,64,[],2024-07-08 15:21:25.908071
RDwo7UATrOs,Trăm năm thăng trầm PHỞ VIỆT  | Thảo anh ơi | Thế giới,2024-06-08T10:30:18Z,PT19M47S,2d,hd,19834,590,,0,105,"['spiderum', 'quan điểm', 'phở', 'Một lịch sử đầy chính trị của Phở | Thảo anh ơi | Thế giới', 'phở từ đâu mà có', 'nguồn gốc của phở', 'phở là từ trung quốc?']",2024-07-08 15:21:25.987681
M3mt0E2F7jE,Thủ tướng VÕ VĂN KIỆT: Người đã THẮP SÁNG thành phố HỒ CHÍ MINH | Mr.Backturn | Thế giới,2024-06-06T10:30:07Z,PT28M19S,2d,hd,46331,935,,0,156,[],2024-07-08 15:21:26.050076
xfaHfacJ7K8,3 lần CÃI CHỈ HUY của đại tướng LÊ TRỌNG TẤN - Phần 3 #spiderum #thegioi #kienthuc #lichsu #vietnam,2024-06-05T13:01:05Z,PT1M,2d,hd,68290,1087,,0,7,[],2024-07-08 15:21:26.131580
QP5RjDNwLac,Thời đại của GIỚI TRẺ dần SỢ HÔN NHÂN | Mưa và nắng | Quan Điểm,2024-06-05T10:30:19Z,PT10M35S,2d,hd,8642,334,,0,67,"['spiderum', 'gia đình', 'hạnh phúc gia đình', 'Thời đại của GIỚI TRẺ dần SỢ HÔN NHÂN | Mưa và nắng | Quan Điểm', 'hôn nhân có đáng sợ không', 'giới trẻ sợ hôn nhân', 'nguyên nhân giới trẻ sợ hôn nhân', 'sự thật về hôn nhân', 'làm sao để giữ gìn hạnh phúc gia đình']",2024-07-08 15:21:26.202376
t35cFSEgi38,TẬP CẬN BÌNH - Mao Trạch Đông thứ hai? | Huỳnh Quang Khánh Trân | Thế giới,2024-06-04T10:30:17Z,PT9M57S,2d,hd,22371,385,,0,96,"['spiderum', 'thế giới', 'tập cận bình', 'TẬP CẬN BÌNH - Mao Trạch Đông thứ hai? | Huỳnh Quang Khánh Trân | Tên chuyên mục', 'Mối quan hệ giữa Mao Trạch Đông và Tập Cận Bình.', 'Đặng Tiểu Bình và phân chia quyền lực.', 'so sánh tập cận bình và mao trạch đông', 'phân tích tập cận bình', 'tiểu sử về tập cận bình', 'trung quốc']",2024-07-08 15:21:26.283794
FbpEb9c24z8,3 lần CÃI CHỈ HUY của đại tướng LÊ TRỌNG TẤN - Phần 2 #spiderum #thegioi #kienthuc #lichsu #vietnam,2024-06-03T13:00:24Z,PT1M,2d,hd,188831,3827,,0,32,[],2024-07-08 15:21:26.355719
H4Hpw9UvDlA,FLORENTINO PÉREZ: “BỐ GIÀ” VĨ ĐẠI của REAL MADRID | Thịnh Joey | Thể thao,2024-06-02T12:00:14Z,PT26M19S,2d,hd,71978,1095,,0,188,[],2024-07-08 15:21:26.436621
zFiJD9he2Rw,Bao Giờ Thì Việt Nam Mới Tiên Phong Trong Crypto? | Trường Sơn | Tiền tài,2024-05-31T10:30:31Z,PT12M39S,2d,hd,10919,256,,0,86,"['spiderum', 'tiền tài', 'crypto', 'Bao Giờ Thì Việt Nam Mới Tiên Phong Trong Crypto? | Trường Sơn | Tiền tài', 'movespiders', 'MoveSpiders Incubator', 'thị trường crypto', 'dự án crypto', 'hệ sinh thái Aptos', 'aptos', 'cường quốc blockchain', 'tìm hiểu về dự án crypto', 'movespiders là gì', 'đầu tư crypto hiệu quả']",2024-07-08 15:21:26.499677
o_t0DQtvUhE,Giải mã HIỆN TƯỢNG LẠ Thích Minh Tuệ | Phạm Hoàng | Quan Điểm,2024-05-29T10:30:16Z,PT17M23S,2d,hd,276964,5039,,0,972,[],2024-07-08 15:21:26.585432
i27ozhaO_3Q,HUỶ DIỆT kỳ thi Đại học: Tôi đã đi từ 0 lên 9.4 điểm TIẾNG ANH như thế nào? | Đại Mao | Giáo dục,2024-05-29T04:44:38Z,PT10M19S,2d,hd,8901,345,,0,31,[],2024-07-08 15:21:26.661134
mR88y7ydBd8,7 điều KHÔNG VUI phía sau cuộc sống DU HỌC HÀO NHOÁNG | Phương Anh Violet | Giáo dục,2024-05-28T10:59:37Z,PT13M11S,2d,hd,11559,412,,0,39,[],2024-07-08 15:21:26.744465
JeHx0K_6z68,"Hàn Quốc KHÔNG THỂ CÓ HÔM NAY nếu không nhờ ""BÀN TAY SẮT"" này | Trần Quang Khải | THẾ GIỚI",2024-05-26T10:30:05Z,PT29M52S,2d,hd,47197,720,,0,169,[],2024-07-08 15:21:26.818301
d2f3cOkdE0k,[LIVESTREAM ] TALKSHOW “BƯỚC RA THẾ GIỚI: ĐƯỜNG TỚI NƯỚC MỸ”,2024-05-26T03:25:19Z,PT1H56M39S,2d,hd,2337,55,,0,1,[],2024-07-08 15:21:26.891741
T7ggSGaGMHg,Những SỰ THẬT LỊCH SỬ đằng sau 'SHOGUN' | Hải Stark | Thế giới,2024-05-25T10:30:08Z,PT36M32S,2d,hd,31336,540,,0,122,"['spiderum', 'thế giới', 'spiderum thế giới', ""Những SỰ THẬT LỊCH SỬ đằng sau 'SHOGUN' | Hải Stark | Thế giới"", 'shogun', ""Các nhân vật và sự kiện lịch sử đằng sau bộ phim 'Shogun'"", 'review shogun', 'Hậu Sekigahara - Tokugawa nắm quyền', 'Chiến dịch Osaka mùa hè năm 1615', 'Chiến dịch vây hãm Osaka mùa đông năm 1614', 'osaka', 'phim shogun 2024']",2024-07-08 15:21:26.959615
85Z7DAVA530,[LIVESTREAM ] Giảm giá cuối tháng - Tặng sách 0đ - Deal sách 9k - NTMN 99k,2024-05-25T05:55:29Z,PT1H27M23S,2d,hd,1454,27,,0,2,[],2024-07-08 15:21:27.024419
HQZeD7iB40s,[LIVESTREAM ] TALKSHOW “BƯỚC RA THẾ GIỚI: ĐƯỜNG TỚI NƯỚC MỸ”,2024-05-25T03:16:51Z,P0D,2d,sd,0,12,,0,0,[],2024-07-08 15:21:27.094813
Dt8VW5W4GYU,7 CÁI SAI trong pháp tu của sư Thích Minh Tuệ? | Thái Đức Phương | Quan điểm,2024-05-24T11:25:11Z,PT12M26S,2d,hd,457365,9541,,0,1805,"['spiderum', 'thích minh tuệ', 'spiderum thích minh tuệ', 'quan điểm', '7 CÁI SAI trong pháp tu của sư Thích Minh Tuệ? | Thái Đức Phương | Quan điểm', '7 CÁI SAI trong pháp tu của sư Thích Minh Tuệ?', 'Thích Minh Tuệ từ chối nhận tiền', 'pháp tu của Thích Minh Tuệ', 'Ông Minh Tuệ không phải là nhà sư?', 'Thích Minh Tuệ là ai?', 'ông Minh Tuệ không phải là tu sĩ Phật giáo?']",2024-07-08 15:21:27.185460
RJSu-anlNcw,Chủ nghĩa khắc kỷ: ‘Liều thuốc’ cho Dopamine  | spidermanduc | Lối sống,2024-05-24T04:30:08Z,PT8M44S,2d,hd,55772,2078,,0,75,"['spiderum', 'khắc kỷ', 'dopamine', 'Chủ nghĩa khắc kỷ: ‘Liều thuốc’ cho Dopamine | spidermanduc | Lối sống', 'dopamine là gì', 'khắc kỷ và dopamine', 'mối quan hệ giữa khắc kỷ và dopamine', 'Chủ nghĩa khắc kỷ', 'lối sống khắc kỷ']",2024-07-08 15:21:27.262539
ZNZ9zcvJA4o,10 website “săn” học bổng toàn phần nếu muốn du học Mỹ #spiderum #thegioi #duhocmy,2024-05-23T13:00:30Z,PT51S,2d,hd,1754,97,,0,1,[],2024-07-08 15:21:27.347892
vqaNek7U31s,MAO TRẠCH ĐÔNG: BẠO CHÚA CÁCH MẠNG đứng sau CÁCH MẠNG VĂN HOÁ TRUNG QUỐC | Mr.Backturn | Thế giới,2024-05-23T10:30:31Z,PT1H14M37S,2d,hd,144290,1001,,0,194,"['spiderum', 'mao trạch đông', 'hành trình quyền lực của mao trạch đông', 'lịch sử về mao trạch đông', 'tiểu sử về mao trạch đông', 'TẤT TẦN TẬT về MAO TRẠCH ĐÔNG trong 74 phút | Mr.Backturn | Thế giới', 'Phong trào Ngũ Tứ', 'Thủa thiếu thời của Mao Trạch Đông', 'Hợp tác với Quốc dân Đảng', 'Nội chiến Quốc - Cộng lần thứ nhất', 'Lãnh đạo Trung Quốc', 'phong trào đại nhảy vọt', 'Cách Mạng Văn Hóa', 'Con đường học vấn của Mao Trạch Đông']",2024-07-08 15:21:27.417161
Fso1ug_mXtI,Đại tướng Lê Trọng Tấn là ai? #spiderum #thegioi #vietnam #lichsu #phattrienbanthan #quansuvietnam,2024-05-22T13:00:23Z,PT55S,2d,hd,137124,2808,,0,26,[],2024-07-08 15:21:27.493570
6XIATXIM_C4,Tôi nghe nhạc của TAYLOR SWIFT ở TRONG TÙ | Thảo Anh ơi | Quan điểm,2024-05-22T10:30:02Z,PT23M2S,2d,hd,6977,278,,0,41,"['spiderum', 'taylor swift', 'spiderum giải trí', 'Tôi nghe nhạc của TAYLOR SWIFT ở TRONG TÙ | Thảo Anh ơi | Quan điểm', 'Tôi nghe nhạc của TAYLOR SWIFT ở TRONG TÙ', 'taylor swift playlist', 'những bài hát hay nhất của taylor swift', 'Gặp nhạc Taylor trong tù ở tuổi 38', 'những câu hỏi của Taylor Swift']",2024-07-08 15:21:27.580773
E98fUst0Qgk,"Muốn du học Mỹ, bạn PHẢI BIẾT 3 yếu tố này trước khi chọn trường đại học #spiderum #thegioi #duhocmy",2024-05-21T13:00:21Z,PT45S,2d,hd,2353,83,,0,0,[],2024-07-08 15:21:27.650998
